subjectCode,courseNumber,courseTitle,term,number,deeperUnderstanding,interest,tech,grades,recommend,college,subject
KIN,4134,The Aging Motor System,Fall 2015,11,5.18,4.82,4.2,4,5,CEHD,Kinesiology
KIN,4136,Embodied Cognition,Spr 2015,12,5.08,4.75,5,5.17,4.83,CEHD,Kinesiology
KIN,4136,Embodied Cognition,Fall 2015,3,5,6,3.5,6,4.5,CEHD,Kinesiology
KIN,4385,Exercise Physiology,Spr 2015,95,5.38,5.22,5.09,5.35,5.16,CEHD,Kinesiology
KIN,4385,Exercise Physiology,Sum 2015,8,5.86,5.71,6,5.86,5.57,CEHD,Kinesiology
KIN,4385,Exercise Physiology,Fall 2015,77,5.17,5.08,5.34,5.36,4.92,CEHD,Kinesiology
KIN,4441,Movement Neuroscience,Spr 2015,3,5,5,5,3.33,4.33,CEHD,Kinesiology
KIN,4441,Movement Neuroscience,Fall 2015,7,5.14,4.57,4.57,4.29,4.43,CEHD,Kinesiology
KIN,4520,Current Topics in Kinesiology,Sum 2015,13,5.62,5.31,4.45,5.08,5.38,CEHD,Kinesiology
KIN,4641,Training Theory I,Spr 2015,10,5.8,5.8,5.4,5.6,5.8,CEHD,Kinesiology
KIN,4641,Training Theory I,Sum 2015,2,5.5,5.5,5.5,5.5,5.5,CEHD,Kinesiology
KIN,4641,Training Theory I,Fall 2015,15,5.33,5.2,5,4.93,5.2,CEHD,Kinesiology
KIN,4697,Student Coaching & Seminar,Spr 2015,3,6,6,6,5.67,6,CEHD,Kinesiology
KIN,4697,Student Coaching & Seminar,Fall 2015,2,5.5,5.5,4.5,5.5,5.5,CEHD,Kinesiology
KIN,4741,Training Theory 2,Spr 2015,11,5.82,5.64,4.9,5.89,5.9,CEHD,Kinesiology
KIN,4981,Kin Research,Spr 2015,8,5.5,5,5.5,6,5.75,CEHD,Kinesiology
KIN,4981,Kin Research,Fall 2015,24,4.63,3.86,4.67,5.33,4.22,CEHD,Kinesiology
KIN,5001,Found HF/E,Fall 2015,12,4.17,4.5,4.83,4.83,4,CEHD,Kinesiology
KIN,5103,Dev/Adapt Phys Ed,Spr 2015,8,5.5,5.38,5.5,5.63,5.57,CEHD,Kinesiology
KIN,5103,Dev/Adapt Phys Ed,Fall 2015,7,5.29,5.43,4.71,5.29,5.5,CEHD,Kinesiology
KIN,5104,Phys Act Pers Dis,Sum 2015,4,5.25,5.5,5.5,5.75,6,CEHD,Kinesiology
KIN,5122,Appl. Ex. Physiol.,Spr 2015,7,5.71,5.71,5.67,5.57,5.57,CEHD,Kinesiology
KIN,5122,Appl. Ex. Physiol.,Fall 2015,10,5.1,4.9,4.89,4.8,5.3,CEHD,Kinesiology
KIN,5123,Physical Activity Intervention,Spr 2015,23,5.48,5.04,5.39,5.52,5.17,CEHD,Kinesiology
KIN,5123,Physical Activity Intervention,Sum 2015,12,5.58,5.5,5.58,5.58,5.5,CEHD,Kinesiology
KIN,5136,Psych of Coaching,Spr 2015,10,6,6,5.78,5.44,5.89,CEHD,Kinesiology
KIN,5136,Psych of Coaching,Sum 2015,2,6,6,6,6,6,CEHD,Kinesiology
KIN,5136,Psych of Coaching,Fall 2015,12,5.92,5.75,5.58,5.42,5.92,CEHD,Kinesiology
KIN,5141,Nutrition & Exerc. for Health,Fall 2015,4,3.75,3.5,3.5,5.25,3.5,CEHD,Kinesiology
KIN,5142,Applied Nutrition for Sport,Spr 2015,10,4,4.3,4.38,4.9,3.7,CEHD,Kinesiology
KIN,5142,Applied Nutrition for Sport,Sum 2015,6,5.5,5.83,5.67,6,5.83,CEHD,Kinesiology
KIN,5152,Curriculum Development in PE,Spr 2015,5,5.6,5.6,5.8,5.8,5.6,CEHD,Kinesiology
KIN,5196,Practicum: Dev/Adapted PE,Spr 2015,8,5.5,5.38,5.38,5.38,5.38,CEHD,Kinesiology
KIN,5196,Practicum: Dev/Adapted PE,Fall 2015,4,5.75,5.5,5.67,5.5,5.5,CEHD,Kinesiology
KIN,5201,Health Education Foundations,Sum 2015,7,5.43,4.71,5.57,5.43,5.14,CEHD,Kinesiology
KIN,5202,Current Issues in Health,Sum 2015,8,4.63,4.25,5.25,4.75,4.75,CEHD,Kinesiology
KIN,5203,Hlth Media Cons. & Comm.,Spr 2015,13,5.77,5.69,5.62,5.77,5.67,CEHD,Kinesiology
KIN,5204,Methods in Health Education,Fall 2015,2,5.5,4.5,3.5,4,5,CEHD,Kinesiology
KIN,5205,Health Education Curriculum,Fall 2015,2,5.5,4.5,3.5,3.5,5,CEHD,Kinesiology
KIN,5371,Sport and Society,Spr 2015,5,5.6,5.4,5.6,5.6,5.4,CEHD,Kinesiology
KIN,5371,Sport and Society,Fall 2015,7,4.86,4.14,4.33,4.57,4.43,CEHD,Kinesiology
KIN,5375,Comp Spt Child/Yth,Spr 2015,9,5,5.11,5.22,5.67,5.44,CEHD,Kinesiology
KIN,5385,Healthy Aging & Disease Preven,Spr 2015,2,5,5,4.5,5.5,5,CEHD,Kinesiology
KIN,5421,Sport Finance,Fall 2015,22,5.32,5.27,5.55,5.55,5.41,CEHD,Kinesiology
KIN,5441,Applied Sport Science Research,Sum 2015,2,6,6,6,6,6,CEHD,Kinesiology
KIN,5441,Applied Sport Science Research,Fall 2015,2,5,5.5,5,6,6,CEHD,Kinesiology
KIN,5505,Human-Ctr Design - Prin & Apps,Fall 2015,2,3,2.5,1,4.5,1.5,CEHD,Kinesiology
KIN,5511,Sport and Gender,Fall 2015,8,5.5,5.38,5.38,5.25,5.5,CEHD,Kinesiology
KIN,5585,Pediatric Health & Disease,Fall 2015,6,5.5,5.67,5.5,5.5,5.67,CEHD,Kinesiology
KIN,5601,Sport Mgt Ethics and Policy,Spr 2015,8,4.88,5,4.75,4.5,4.88,CEHD,Kinesiology
KIN,5631,Programming & Promo in Sport,Spr 2015,7,5.57,5.57,5.43,5.29,5.57,CEHD,Kinesiology
KIN,5641,Scientific Training in Sport,Spr 2015,3,5.67,6,6,5.67,5.33,CEHD,Kinesiology
KIN,5696,Practicum in Kinesiology,Spr 2015,2,6,5.5,5,5,6,CEHD,Kinesiology
KIN,5696,Practicum in Kinesiology,Sum 2015,1,6,6,6,6,6,CEHD,Kinesiology
KIN,5720,Topics in Kinesiology,Spr 2015,17,5.59,5.29,5.59,5.71,5.44,CEHD,Kinesiology
KIN,5720,Topics in Kinesiology,Sum 2015,4,5.5,5,5.5,5.5,5,CEHD,Kinesiology
KIN,5720,Topics in Kinesiology,Fall 2015,9,5.22,4.56,5,5.44,4.78,CEHD,Kinesiology
KIN,5723,Psychology of Sport Injury,Fall 2015,10,5.6,5.4,5.2,5.6,5.5,CEHD,Kinesiology
KIN,5725,Org and Mgmt of Spt,Spr 2015,9,5.5,5.25,5.63,5.63,5.38,CEHD,Kinesiology
KIN,5801,Legal Aspects of Sport/Rec,Fall 2015,12,4.83,4.42,4.75,4.58,4.5,CEHD,Kinesiology
KIN,5804,NCAA Compliance,Spr 2015,8,5.75,5.75,5.5,5.5,5.75,CEHD,Kinesiology
KIN,5841,Elite Performance,Sum 2015,6,5.83,5.83,5.5,6,5.83,CEHD,Kinesiology
KIN,5941,Clinical Movement Neuroscience,Spr 2015,8,5.5,5.38,5,5.5,5.25,CEHD,Kinesiology
KIN,5981,"Research Method-Kin,Rec,Sport",Fall 2015,8,5,4.88,5,4.75,4.63,CEHD,Kinesiology
KIN,5987,Grant Writing for Health Sci,Spr 2015,6,5.33,4.83,5.17,5,5.5,CEHD,Kinesiology
KIN,5992,Readings in Kinesiology,Spr 2015,4,5.75,5.75,5.5,5.67,5.67,CEHD,Kinesiology
KIN,5992,Readings in Kinesiology,Fall 2015,3,6,5.67,5.5,5.67,6,CEHD,Kinesiology
KIN,5995,Research Problems-Applied Kin,Spr 2015,16,5.87,5.81,5.85,5.5,5.8,CEHD,Kinesiology
KIN,5995,Research Problems-Applied Kin,Sum 2015,2,6,6,6,6,6,CEHD,Kinesiology
KIN,6151,Theor Foundations of CI in PE,Sum 2015,9,5.89,5.78,6,6,6,CEHD,Kinesiology
KIN,6201,Clinical Exper I: Health Ed,Spr 2015,5,5.8,5.6,4.4,4.8,5.8,CEHD,Kinesiology
KIN,6202,Clinical Experience II: Health,Spr 2015,4,6,6,6,6,6,CEHD,Kinesiology
KIN,6521,Pedagogy I: Elem Phys Ed,Sum 2015,8,5,4.88,4.14,5.13,4.86,CEHD,Kinesiology
KIN,6522,Pedagogy II: Sec Phys Ed,Sum 2015,7,5.71,5.57,5.57,5.71,5.71,CEHD,Kinesiology
KIN,6596,Clinical Exp I: Phys Ed,Fall 2015,9,5.78,5.89,5.89,5.89,6,CEHD,Kinesiology
KIN,6597,Clinical Exp II: Phys Ed,Spr 2015,3,5.67,5.67,5.67,5.67,5.67,CEHD,Kinesiology
KIN,6598,Clinical Exp III: Phys Ed,Spr 2015,4,6,6,6,5.75,6,CEHD,Kinesiology
KIN,8122,Seminar: Exercise Physiology,Spr 2015,8,4.88,4.63,5.14,4.38,4.88,CEHD,Kinesiology
KIN,8211,Seminar: Perception and Action,Fall 2015,4,5.75,5.5,5.5,4.5,5.5,CEHD,Kinesiology
KIN,8980,Grad Res Sem Kin,Spr 2015,8,5.75,4.75,5,5.38,5,CEHD,Kinesiology
KIN,8980,Grad Res Sem Kin,Fall 2015,15,5,4.67,4.85,4.86,4.92,CEHD,Kinesiology
KIN,8995,Research Problems-Kinesiology,Spr 2015,4,5.75,5.75,6,6,6,CEHD,Kinesiology
KIN,8995,Research Problems-Kinesiology,Fall 2015,12,5.73,5.64,5.64,5.64,5.64,CEHD,Kinesiology
KIN,3126W,Sport & Exercise Psychology,Spr 2015,83,5.48,5.22,5.31,5.39,5.41,CEHD,Kinesiology
KIN,3126W,Sport & Exercise Psychology,Sum 2015,5,5.5,5,5.75,5.5,5.5,CEHD,Kinesiology
KIN,3126W,Sport & Exercise Psychology,Fall 2015,81,5.37,5.04,5.49,5.32,5.11,CEHD,Kinesiology
KIN,3131W,Hist/Phil of Sport,Spr 2015,124,5.06,4.32,4.93,4.29,4.23,CEHD,Kinesiology
KIN,3131W,Hist/Phil of Sport,Sum 2015,2,5.5,5,5.5,5,5,CEHD,Kinesiology
KIN,3131W,Hist/Phil of Sport,Fall 2015,136,4.86,4.21,4.51,4.18,3.96,CEHD,Kinesiology
KIN,4001H,Honors Seminar in Kinesiology,Fall 2015,1,,,,,2,CEHD,Kinesiology
KOR,1011,Beginning Korean I,Sum 2015,7,5.71,5.86,5.86,5.71,5.6,CLA,Korean
KOR,1011,Beginning Korean I,Fall 2015,104,5.83,5.8,5.72,5.81,5.88,CLA,Korean
KOR,1012,Beginning Korean II,Spr 2015,87,5.82,5.89,5.74,5.92,5.88,CLA,Korean
KOR,1012,Beginning Korean II,Sum 2015,6,5.83,5.67,5.67,5.83,5.6,CLA,Korean
KOR,3021,Inediate Korean I,Fall 2015,50,5.6,5.64,5.67,5.8,5.71,CLA,Korean
KOR,3022,Inediate Korean II,Spr 2015,75,5.37,5.43,5.45,5.61,5.64,CLA,Korean
KOR,3031,Third Year Korean I,Fall 2015,18,5.24,5.47,5.44,5.47,5.29,CLA,Korean
KOR,3032,Third Year Korean II,Spr 2015,14,5.29,5.14,5.54,5.57,5.43,CLA,Korean
KOR,4003,Inediate Korean I,Fall 2015,1,6,6,5,5,5,CLA,Korean
KOR,4041,Advanced Korean I,Fall 2015,4,5.75,5.75,6,5.75,5.75,CLA,Korean
KOR,4042,Advanced Korean II,Spr 2015,6,6,5.83,5.83,5.83,6,CLA,Korean
LA,1001,Sustainability By Design,Fall 2015,29,5.48,5.38,5.54,5.52,5.55,CDES,Landscape Architecture
LA,1201,Learning Landscape,Fall 2015,70,5.29,4.86,5.14,5.17,5.09,CDES,Landscape Architecture
LA,1301,Intro LArch Drwng,Spr 2015,23,5.39,4.65,4.79,4.48,4.7,CDES,Landscape Architecture
LA,1301,Intro LArch Drwng,Fall 2015,26,5.46,5.15,5.09,4.65,5.04,CDES,Landscape Architecture
LA,1401,The Designed Environment,Spr 2015,27,5.78,5.63,5.52,5.58,5.59,CDES,Landscape Architecture
LA,1601,Design and Equity,Spr 2015,16,4.88,4.81,5.07,5.44,5.13,CDES,Landscape Architecture
LA,2301,Advanced Representation,Fall 2015,9,5.22,5.11,5.38,5.33,5.13,CDES,Landscape Architecture
LA,3001,Landscape Space,Fall 2015,29,5.62,5.52,5.37,5.34,5.55,CDES,Landscape Architecture
LA,3002,Informants of Creating Space,Spr 2015,14,5.29,5.43,5,4,5.57,CDES,Landscape Architecture
LA,3003,Case Studies Sust Plan&Design,Fall 2015,30,5.17,5.07,5.04,4.21,4.47,CDES,Landscape Architecture
LA,3004,Regional Environ LA Planning,Spr 2015,8,5.63,5.5,5.5,5.25,4.88,CDES,Landscape Architecture
LA,3204,Holistic Landscape Ecology,Spr 2015,17,5.53,5.31,5.47,5.5,5.38,CDES,Landscape Architecture
LA,3413,Intro LA History,Fall 2015,32,4.87,4.77,4.5,4.65,4.58,CDES,Landscape Architecture
LA,3501,Env Des: Biol/Phys Context,Spr 2015,32,5.45,4.81,4.9,5.13,5.1,CDES,Landscape Architecture
LA,3514,Making the Mississippi,Spr 2015,9,5.22,5,4.78,4.44,4.38,CDES,Landscape Architecture
LA,3571,Site Systems,Fall 2015,7,5.86,5.43,4.86,5.14,5.57,CDES,Landscape Architecture
LA,3601,Design and Equity,Spr 2015,7,5.67,5.5,5,5.33,5.67,CDES,Landscape Architecture
LA,4001,Sust LA Design & Plan Practice,Fall 2015,6,4.83,5.67,5.33,5.5,5.33,CDES,Landscape Architecture
LA,4002,Implement of Sust Land Design,Spr 2015,18,5.12,5.11,4.81,4.71,5.19,CDES,Landscape Architecture
LA,4755,Infrastructure&Natural Systems,Fall 2015,7,5.43,5,5.43,5.57,4.83,CDES,Landscape Architecture
LA,5003,Case Studies Sust Plan&Design,Fall 2015,30,5.17,5.07,5.04,4.21,4.47,CDES,Landscape Architecture
LA,5004,Regional Environ LA Planning,Spr 2015,6,5.5,5.5,5.67,5.17,5.33,CDES,Landscape Architecture
LA,5131,Geospatial Analysis and Design,Fall 2015,17,4.82,4.06,4.06,4,4,CDES,Landscape Architecture
LA,5201,Landscape Spaces,Fall 2015,18,5.89,5.89,5.56,5.29,6,CDES,Landscape Architecture
LA,5203,Ecological Design,Spr 2015,37,4.83,4.85,4.41,3.79,4.94,CDES,Landscape Architecture
LA,5204,Metropolitan Landscape Ecology,Spr 2015,18,4.33,4.44,4.31,5.06,4,CDES,Landscape Architecture
LA,5376,Representation I,Fall 2015,5,6,6,6,6,6,CDES,Landscape Architecture
LA,5377,Representation II,Spr 2015,21,5.14,5.05,4.9,4.57,5.1,CDES,Landscape Architecture
LA,5413,Intro LA History,Fall 2015,10,5.4,5.6,5.2,5.4,5,CDES,Landscape Architecture
LA,5514,Making the Mississippi,Spr 2015,1,5,5,5,5,5,CDES,Landscape Architecture
LA,5755,Infrastructure&Natural Systems,Fall 2015,5,2.2,2.6,2.8,2.6,1.75,CDES,Landscape Architecture
LA,5771,Landscape Systems I,Fall 2015,10,5.8,5.7,5.5,5.1,5.78,CDES,Landscape Architecture
LA,5772,Landscape Systems II,Spr 2015,44,4.65,4.63,4.53,4,4.74,CDES,Landscape Architecture
LA,8201,Land & Dwelling,Fall 2015,20,5.15,4.6,4.3,2.53,3.55,CDES,Landscape Architecture
LA,8205,Urban Form Options,Spr 2015,10,5.4,5.4,5.22,5.3,5.5,CDES,Landscape Architecture
LA,8206,Urban Options Studio,Fall 2015,14,4,4.21,3.86,3.79,4.31,CDES,Landscape Architecture
LA,8207,LA Study Abroad Grad Studio,Spr 2015,11,4.64,4.64,4.6,4.09,5.3,CDES,Landscape Architecture
LA,8301,Research Iss & Meth,Fall 2015,17,4.06,3.59,4,4.59,3.53,CDES,Landscape Architecture
LA,8302,Prof Prac,Spr 2015,17,5.31,5.13,5.29,4.63,5.06,CDES,Landscape Architecture
LA,8411,LA Study Abroad Immersion,Spr 2015,6,5.17,4.83,5.4,4.17,5,CDES,Landscape Architecture
LA,8554,Project Programming,Fall 2015,15,5.4,5.4,5.53,5.21,5.27,CDES,Landscape Architecture
LA,8575,Art of Landscape Detail,Spr 2015,5,5,4.6,4.8,4.8,4.8,CDES,Landscape Architecture
LA,8773,Landscape Technology III,Fall 2015,7,5,4.86,4.86,4.29,5.17,CDES,Landscape Architecture
LA,8775,Landscape Technology V,Spr 2015,7,5.83,5.67,5.5,5.33,5.83,CDES,Landscape Architecture
LAAS,5050,Integrated Topics in LAAS,Fall 2015,12,5.33,5.17,5.17,4.83,5.17,CFANS,Land and Atmospheric Science
LAAS,5311,Soil Chemistry and Mineralogy,Fall 2015,18,5.67,5.44,5.41,5.76,5.78,CFANS,Land and Atmospheric Science
LAAS,5425,Atmospheric Processes I,Fall 2015,6,5.67,5.5,5.2,5.67,5.5,CFANS,Land and Atmospheric Science
LAMP,4177,Pathology for Allied Hlth Stdt,Spr 2015,24,5.54,5.21,4.5,5.13,5.29,Academic Health Center,Laboratory Medicine and Pathology
LAMP,4177,Pathology for Allied Hlth Stdt,Sum 2015,26,5.23,5.23,5.23,5.42,5.08,Academic Health Center,Laboratory Medicine and Pathology
LAS,3402W,Latin Am 1825-Present,Spr 2015,65,5.58,5.4,5.27,5.22,5.55,CLA,Latin American Studies
LASK,1001,Mastering Skills,Spr 2015,29,5.41,4.69,5.28,5.45,5.14,Student Academic Success Services,Learning and Academic Skills
LASK,1001,Mastering Skills,Fall 2015,80,5.43,4.99,5.4,5.7,5.36,Student Academic Success Services,Learning and Academic Skills
LASK,1101,Academic Refresher,Spr 2015,3,5.33,5.5,4.5,5.33,5.67,Student Academic Success Services,Learning and Academic Skills
LASK,1102,Academic Success,Spr 2015,7,5.43,5.57,5.2,5.86,5.86,Student Academic Success Services,Learning and Academic Skills
LASK,1102,Academic Success,Fall 2015,13,5.38,5,5.09,5.77,5.31,Student Academic Success Services,Learning and Academic Skills
LAT,1001,Beg. Latin I,Fall 2015,41,5.68,5.56,5.24,5.28,5.5,CLA,Latin
LAT,1002,Beg. Latin II,Spr 2015,31,5.61,5.48,5.3,5.45,5.42,CLA,Latin
LAT,3003,Inediate Latin Prose,Spr 2015,24,5.79,5.71,5.67,5.79,5.83,CLA,Latin
LAT,3003,Inediate Latin Prose,Fall 2015,52,5.42,5.02,5.16,5.56,5.06,CLA,Latin
LAT,3004,Inediate Latin Poetry,Spr 2015,102,5.63,5.13,5.36,5.66,5.44,CLA,Latin
LAT,5001,Intensive Latin,Spr 2015,3,5.33,5.33,6,5.33,5.33,CLA,Latin
LAT,5003,Inediate Latin Prose,Fall 2015,12,5.33,5.08,5.45,5.67,4.75,CLA,Latin
LAT,5004,Inediate Latin Poetry,Spr 2015,18,5.78,5.56,5.5,5.83,5.78,CLA,Latin
LAT,5100,Advanced Reading,Fall 2015,14,5.64,5.64,5.69,5.79,5.57,CLA,Latin
LAT,5200,Later Latin,Spr 2015,11,5.64,5.45,4.78,5.45,5.64,CLA,Latin
LAT,5800,Sight Reading,Spr 2015,4,5.5,5.75,6,6,5.5,CLA,Latin
LAT,5800,Sight Reading,Fall 2015,2,5.5,5.5,5,5.5,5.5,CLA,Latin
LAT,8100,Readings in Latin Prose,Spr 2015,7,5.57,5.57,5.33,5.43,5.43,CLA,Latin
LAT,8100,Readings in Latin Prose,Fall 2015,5,6,5.8,6,5.4,5.8,CLA,Latin
LAT,8910,Seminar,Spr 2015,3,6,5.67,5.67,6,5.67,CLA,Latin
LAT,8910,Seminar,Fall 2015,7,5.71,5.71,5.4,5.57,5.71,CLA,Latin
LAW,5003,"Writing, Analysis & Persuasion",Fall 2015,1,6,5,5,5,6,Law School,Law School
LAW,5025,Patent Law Proseminar,Fall 2015,1,6,6,4,5,6,Law School,Law School
LAW,5026,Intell Property & Tech Prosem,Spr 2015,4,5.75,5.75,5.75,5.75,5.75,Law School,Law School
LAW,5075,Ethics for Patent Agents,Spr 2015,5,5.8,5.2,5.33,5.8,5.6,Law School,Law School
LAW,5224,Patents,Fall 2015,3,5.67,5,5.33,5,5,Law School,Law School
LAW,5231,Patent Prosecution Practice I,Fall 2015,2,6,6,6,6,6,Law School,Law School
LAW,5232,Patent Prosecution Practice II,Spr 2015,12,5.83,5.67,5.67,4.67,5.67,Law School,Law School
LAW,5242,Patent Application Drafting,Spr 2015,8,5.75,5.75,5.75,5.5,5.75,Law School,Law School
LAW,5290,Patent Law Capstone:Innovation,Spr 2015,5,5.8,5.6,5.8,6,6,Law School,Law School
LAW,5707,Intellectual Property Transctn,Spr 2015,8,5.75,5.75,5.75,5.75,5.75,Law School,Law School
LAW,6001,Contracts,Fall 2015,179,5.67,5.33,5.33,5.22,5.49,Law School,Law School
LAW,6002,Legal Research & Writing,Fall 2015,310,5.45,4.84,4.7,4.7,5.1,Law School,Law School
LAW,6003,Legal Writing & Statutory Int,Spr 2015,471,5.24,4.61,4.86,4.73,4.86,Law School,Law School
LAW,6004,Property,Spr 2015,119,5.34,4.84,4.98,5.12,5.03,Law School,Law School
LAW,6005,Torts,Fall 2015,148,5.36,4.99,4.48,4.99,4.9,Law School,Law School
LAW,6006,Civil Procedure,Fall 2015,126,5.62,5.27,5.53,5.41,5.64,Law School,Law School
LAW,6007,Constitutional Law,Fall 2015,84,5.32,5,4.87,4.83,5.11,Law School,Law School
LAW,6009,Criminal Law,Spr 2015,77,5.14,4.64,4.84,5.04,5.01,Law School,Law School
LAW,6010,Perspectives: 1L,Spr 2015,30,5,4.5,4.9,4.33,4.6,Law School,Law School
LAW,6011,International Law: 1L,Spr 2015,33,5.88,5.52,5,4.94,5.44,Law School,Law School
LAW,6012,Corporations: 1L,Spr 2015,16,5.13,5.19,5.06,5.06,5.25,Law School,Law School
LAW,6013,Law In Practice: 1L,Spr 2015,116,5.23,4.97,4.95,4.68,5.05,Law School,Law School
LAW,6014,Constitutional Law II,Spr 2015,16,5,4.8,4.93,5.07,4.67,Law School,Law School
LAW,6015,Civil Procedure II: 1L,Spr 2015,73,5.6,4.89,5.04,4.9,5.18,Law School,Law School
LAW,6017,Humphrey Law Course,Spr 2015,2,4,4,4,4,4,Law School,Law School
LAW,6017,Humphrey Law Course,Fall 2015,6,6,6,6,6,6,Law School,Law School
LAW,6019,Leadership and Law - LL.M.s,Spr 2015,24,5.58,5.58,5.64,5.67,5.75,Law School,Law School
LAW,6020,Intro to American Law,Fall 2015,68,5.41,5.29,5.35,4.82,5.27,Law School,Law School
LAW,6021,LL.M. Legal Writing & Skills I,Spr 2015,11,5.7,5.6,5.8,5.9,5.4,Law School,Law School
LAW,6021,LL.M. Legal Writing & Skills I,Fall 2015,22,5.41,5.48,5.45,5.59,5.59,Law School,Law School
LAW,6025,Wrongful Convictions,Spr 2015,7,6,6,6,5.67,6,Law School,Law School
LAW,6025,Wrongful Convictions,Fall 2015,8,5.63,5.88,5.88,5.13,5.63,Law School,Law School
LAW,6026,Gaming Law,Spr 2015,9,5.78,5.56,5.33,5.22,5.67,Law School,Law School
LAW,6027,Sem: Law of Piracy & Maritime,Fall 2015,2,5.5,5.5,5.5,5.5,5.5,Law School,Law School
LAW,6029,Introduction to Roman Law,Spr 2015,1,6,6,6,6,6,Law School,Law School
LAW,6030,Cont Prob in Freedom of Speech,Fall 2015,4,5.75,4.75,4.5,5,4.25,Law School,Law School
LAW,6036,Reproductive Rights,Spr 2015,10,5.4,5.6,5.3,4.1,5.5,Law School,Law School
LAW,6037,Emerging Science & Technology,Fall 2015,4,4.25,3.5,4.75,4.25,3.75,Law School,Law School
LAW,6039,Great Cases,Fall 2015,23,5.62,5.43,5.38,4.57,5.62,Law School,Law School
LAW,6040,Perspectives on the Law,Spr 2015,3,6,6,,1,5,Law School,Law School
LAW,6041,Investment Management Law,Spr 2015,8,5.63,5.5,5.5,5.63,5.43,Law School,Law School
LAW,6045,Immigration Outreach Extrnshp,Spr 2015,6,4.67,4.67,3.67,3.67,4.33,Law School,Law School
LAW,6046,Human Trafficking,Spr 2015,30,5.87,5.8,5.4,5,5.71,Law School,Law School
LAW,6049,Unincorporated Business Assoc,Fall 2015,48,5.67,5.53,5.21,4.93,5.33,Law School,Law School
LAW,6051,Business Associations/Corps,Fall 2015,112,5.52,5.27,5.24,5.36,5.58,Law School,Law School
LAW,6053,Analytical Methods for Lawyers,Fall 2015,4,5,4.75,3.67,5.25,4.5,Law School,Law School
LAW,6055,Advanced Corporate Law,Spr 2015,61,5.64,5.62,5.42,5.46,5.71,Law School,Law School
LAW,6057,Judicial Externship,Fall 2015,8,5.29,5,4.71,5,5.13,Law School,Law School
LAW,6058,Human Rights Advocacy,Spr 2015,2,5.5,5.5,5.5,5,5.5,Law School,Law School
LAW,6059,Const Law-Theories of Freedom,Spr 2015,6,5.83,5.83,5.67,5.5,5.83,Law School,Law School
LAW,6061,Financial Regulation,Spr 2015,32,5.69,5.56,5.25,4.88,5.25,Law School,Law School
LAW,6062,Energy Law,Spr 2015,8,5.25,4.88,4.88,4.5,4.75,Law School,Law School
LAW,6071,International Law,Spr 2015,9,5.67,5.75,5.44,5.5,5.78,Law School,Law School
LAW,6071,International Law,Fall 2015,4,6,6,5.67,6,6,Law School,Law School
LAW,6072,Corporations,Spr 2015,2,5,5,5,5,5,Law School,Law School
LAW,6075,Civil Procedure II,Fall 2015,9,6,5.78,5.25,5.11,5.89,Law School,Law School
LAW,6081,Constitutional Law: 14th Amend,Fall 2015,41,5.88,5.51,5.47,5.24,5.68,Law School,Law School
LAW,6085,Criminal Procedure,Fall 2015,47,5.39,5.24,5.13,5.16,5.17,Law School,Law School
LAW,6100,Taxation I,Spr 2015,8,5.63,5.25,5.63,5.38,5.13,Law School,Law School
LAW,6100,Taxation I,Fall 2015,16,5.94,5.44,5.6,5.75,5.75,Law School,Law School
LAW,6101,Business Finance for Lawyers,Fall 2015,42,4.57,4.5,4.68,4.15,3.95,Law School,Law School
LAW,6102,Mergers and Acquisitions,Spr 2015,18,5.33,5,5,5.17,4.67,Law School,Law School
LAW,6102,Mergers and Acquisitions,Fall 2015,11,4.82,4.55,4.6,4.73,4.3,Law School,Law School
LAW,6103,Data Privacy Law,Spr 2015,11,5.45,5.55,5,5,5.64,Law School,Law School
LAW,6105,Advanced Statutory Interp,Spr 2015,11,5.73,5.64,5.18,4.73,5.2,Law School,Law School
LAW,6106,Federal Tax Procedure,Fall 2015,4,5.25,5,5,5.25,5,Law School,Law School
LAW,6107,Bankruptcy,Spr 2015,11,5.36,5.09,5.36,5.09,5.18,Law School,Law School
LAW,6113,Construction Law,Fall 2015,2,5.5,5.5,5,3.5,5,Law School,Law School
LAW,6115,Civil Lit: Case Dvlpmt & Disc,Spr 2015,3,6,4.67,5,5.33,4.5,Law School,Law School
LAW,6115,Civil Lit: Case Dvlpmt & Disc,Fall 2015,7,5.57,5.57,5.33,4.71,5.43,Law School,Law School
LAW,6116,Pretrial Skills,Fall 2015,16,5,4.69,4.55,3.63,4.5,Law School,Law School
LAW,6120,Federal and State Courts,Spr 2015,18,5.61,5.06,4.7,4.5,4.94,Law School,Law School
LAW,6151,Estate Planning,Fall 2015,8,5.88,5.38,5,5.38,5.25,Law School,Law School
LAW,6152,Federal Jurisdiction,Fall 2015,17,5.59,5.29,4.73,5.47,5.31,Law School,Law School
LAW,6153,Wills and Trusts,Fall 2015,25,5.48,5.08,4.74,5.04,5.21,Law School,Law School
LAW,6159,Education Law and Policy,Fall 2015,3,5.67,5.67,5.67,5.33,5.33,Law School,Law School
LAW,6200,Remedies,Fall 2015,10,5.6,5.1,5.4,5.2,5.6,Law School,Law School
LAW,6201,Land Use Planning,Fall 2015,10,5.8,5.7,5.7,5.78,5.8,Law School,Law School
LAW,6202,Conflict of Laws,Spr 2015,16,5.38,4.53,5.06,4.71,4.69,Law School,Law School
